2.420570780749146944e-01 7.766165307517202132e-01 -2.922379219427939656e-01 -4.153541488620227651e-01 -3.653397054818114387e-01 -3.706928220374710453e-02 -8.629416820314581571e-01 1.790305624218897773e-01 7.751189041689557357e-02 3.153891568001859214e-01
2.420570780749146944e-01 7.766165307517202132e-01 -2.922379219427939656e-01 -4.153541488620227651e-01 -3.653397054818114387e-01 -3.706928220374710453e-02 -8.629416820314581571e-01 1.790305624218897773e-01 7.751189041689557357e-02 3.153891568001859214e-01
1.171557816430651294e-01 4.905343635486238973e-01 -3.246955744949421852e-01 8.633479694118312286e-02 -1.640867735765224045e-01 -2.302523975647502996e-01 -3.486491354048988356e-01 -2.844933636150984713e-01 -8.191985683327112078e-01 -1.500616994510613478e-01
1.171557816430651294e-01 4.905343635486238973e-01 -3.246955744949421852e-01 8.633479694118312286e-02 -1.640867735765224045e-01 -2.302523975647502996e-01 -3.486491354048988356e-01 -2.844933636150984713e-01 -8.191985683327112078e-01 -1.500616994510613478e-01
1.171557816430651294e-01 4.905343635486238973e-01 -3.246955744949421852e-01 8.633479694118312286e-02 -1.640867735765224045e-01 -2.302523975647502996e-01 -3.486491354048988356e-01 -2.844933636150984713e-01 -8.191985683327112078e-01 -1.500616994510613478e-01
-4.322220742927057047e-01 2.162391642681942838e-01 -8.922364232634534265e-01 7.512807338453826311e-01 -7.028858968750144598e-01 1.226711768346936959e-01 -8.227297682867303896e-01 -1.055132954621252339e-01 -2.075435390821889214e-02 -4.043668965955409256e-01
-4.037156698355137685e-01 3.355713899173922155e-01 -1.447532731846008947e+00 -1.654640319012553595e-01 -7.185303150462060140e-01 -1.342626020217463356e-01 -6.481351793741368938e-01 -4.647905778577251512e-01 -7.654219038368684225e-02 -9.846139757819694083e-01
-4.037156698355137685e-01 3.355713899173922155e-01 -1.447532731846008947e+00 -1.654640319012553595e-01 -7.185303150462060140e-01 -1.342626020217463356e-01 -6.481351793741368938e-01 -4.647905778577251512e-01 -7.654219038368684225e-02 -9.846139757819694083e-01
-4.037156698355137685e-01 3.355713899173922155e-01 -1.447532731846008947e+00 -1.654640319012553595e-01 -7.185303150462060140e-01 -1.342626020217463356e-01 -6.481351793741368938e-01 -4.647905778577251512e-01 -7.654219038368684225e-02 -9.846139757819694083e-01
-4.037156698355137685e-01 3.355713899173922155e-01 -1.447532731846008947e+00 -1.654640319012553595e-01 -7.185303150462060140e-01 -1.342626020217463356e-01 -6.481351793741368938e-01 -4.647905778577251512e-01 -7.654219038368684225e-02 -9.846139757819694083e-01
